ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
NMRA,"Neumora Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.582812,0.622283,0.5154,-0.4899,1.2832,,5,specific_days,3,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,v1.3.0,88d7ae9a,late|near_0_30|pos,0.09254273684210526,,drug_developer,187,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170313,0.600543,0.5173,-0.4015,1.5109,,66,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,88d7ae9a,late|near_31_90|pos,0.1,,drug_developer,55,0.1
PVLA,"Palvella Therapeutics, Inc.",3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.585938,0.638587,0.5148,-0.5336,1.1707,,5,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,88d7ae9a,late|near_0_30|pos,0.09254273684210526,,drug_developer,188,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.257812,0.616848,0.5155,-0.4679,1.3397,,158,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,v1.3.0,88d7ae9a,late|near_91_180|pos,0.1,,drug_developer,83,0.1
ALMS,Alumis Inc.,5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.020313,0.605978,0.5163,-0.4348,1.4251,,35,specific_days,2,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,88d7ae9a,late|near_31_90|pos,0.1,,drug_developer,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.239063,0.644022,0.5144,-0.5553,1.1149,,97,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,88d7ae9a,late|near_91_180|pos,0.1,,drug_developer,77,0.1
ZBIO,"Zenas BioPharma, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.320312,0.649457,0.51,-0.5768,1.0593,,97,specific_days,3,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,v1.3.0,88d7ae9a,late|near_91_180|pos,0.1,,drug_developer,103,0.1
SYRE,"Spyre Therapeutics, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.289062,0.611413,-0.1069,-0.4519,1.3811,,38,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,88d7ae9a,mid|near_31_90|pos,0.1,,drug_developer,93,0.1
IMVT,"Immunovant, Inc.",9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.567187,0.6875,0.5053,-0.7044,0.7307,,5,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,88d7ae9a,late|near_0_30|pos,0.09254273684210526,,drug_developer,182,0.09254273684210526
PHVS,Pharvaris N.V.,10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.235937,0.671196,0.5073,-0.6623,0.8392,,36,specific_days,3,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,88d7ae9a,late|near_31_90|pos,0.1,,drug_developer,76,0.1
